Unnamed: 0,station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
,969,BC969,118.71,38.67,74.99,18.619,18.347,7.956,0.304,25.409,0.141,35.164,11.611,100.0,0.0,0.0,4.22,36.04
,970,BC970,118.43,38.7,130.876,39.262,100.04,8.693,0.442,15.467,0.199,37.525,13.08,100.0,0.0,0.0,2.88,30.9
,971,BC971,118.98,38.98,18.495,34.456,112.746,12.693,0.349,14.161,0.122,61.346,12.306,44.76,1.26,53.98,7.41,26.22
,972,BC972,118.57,38.67,88.769,36.721,101.781,9.107,0.315,14.161,0.056,44.366,12.612,70.84,2.03,27.13,2.86,21.33
,973,BC973,118.48,38.91,31.927,32.524,108.288,15.22,0.41,14.903,0.114,29.33,9.189,24.5,0.86,74.64,4.46,27.37
,974,BC974,118.5,38.91,112.902,40.4,61.452,4.806,0.427,28.402,0.199,58.409,12.892,100.0,0.0,0.0,1.4,28.8
,975,BC975,118.37,38.98,67.133,47.551,85.409,12.498,0.345,16.41,0.085,44.801,12.16,100.0,0.0,0.0,8.08,34.73
,976,BC976,118.99,38.94,22.782,29.407,126.157,4.806,0.33,26.847,0.133,67.582,12.577,63.26,3.0,33.74,3.27,18.21
,977,BC977,118.75,38.79,62.511,30.446,78.299,14.495,0.322,24.024,0.108,26.57,12.261,0.01,99.99,0.0,4.01,32.23
,978,BC978,118.31,38.82,48.282,12.448,112.005,16.889,0.153,14.161,0.168,55.675,10.347,97.41,0.14,2.45,5.25,34.52
,979,BC979,118.46,38.81,73.491,47.884,113.774,15.109,0.453,29.089,0.104,26.514,9.663,80.38,1.54,18.08,7.54,29.96
,980,BC980,118.34,38.78,98.965,40.699,86.964,14.653,0.147,30.522,0.154,34.285,11.583,0.0,100.0,0.0,2.26,34.29
,981,BC981,118.53,38.92,103.498,36.152,126.584,16.434,0.428,24.36,0.173,34.307,12.433,100.0,0.0,0.0,7.2,31.3
,982,BC982,118.8,38.77,30.67,36.697,96.992,6.285,0.144,31.226,0.083,33.63,12.141,97.64,0.21,2.15,4.4,31.14
,983,BC983,118.81,38.95,113.57,27.447,126.584,7.765,0.421,29.674,0.181,37.656,12.528,0.0,100.0,0.0,5.1,32.67
,984,BC984,118.72,38.97,135.391,12.471,84.199,12.44,0.229,24.594,0.152,24.964,12.311,0.0,100.0,0.0,1.4,20.47
,985,BC985,118.66,38.84,23.892,44.975,81.404,4.806,0.129,30.143,0.163,66.306,11.365,0.0,100.0,0.0,3.15,21.8
,986,BC986,118.99,38.92,109.362,45.115,56.153,4.806,0.293,22.097,0.114,44.791,12.557,18.27,2.37,79.35,7.02,35.7
,987,BC987,118.99,38.87,79.538,38.391,98.567,12.725,0.265,27.796,0.108,38.538,11.346,0.0,100.0,0.0,7.05,18.54
,988,BC988,118.6,38.83,25.162,16.163,118.539,13.636,0.468,26.508,0.157,56.154,12.303,0.0,100.0,0.0,6.92,18.19
,989,BC989,118.6,38.79,106.261,47.862,82.358,7.994,0.277,32.991,0.117,18.886,9.56,84.81,15.19,0.0,6.85,35.52
,990,BC990,118.41,38.77,48.419,14.06,79.902,7.533,0.168,18.238,0.199,46.947,12.87,29.23,4.95,65.82,7.47,34.2
,991,BC991,118.82,38.98,74.742,25.929,126.584,11.422,0.302,24.349,0.074,35.284,11.493,93.26,0.2,6.54,3.87,35.43
,992,BC992,118.92,38.96,25.009,48.54,82.237,9.626,0.339,14.161,0.14,47.625,11.991,4.46,90.97,4.58,7.42,29.77
,993,BC993,118.99,38.75,81.962,34.117,19.482,11.305,0.272,27.645,0.112,63.196,12.213,0.49,99.04,0.47,6.43,25.29
,994,BC994,118.72,38.94,130.305,49.879,120.694,9.739,0.312,15.631,0.093,66.793,12.359,12.48,6.2,81.32,3.81,25.55
,995,BC995,118.99,38.94,107.377,26.624,126.584,7.364,0.455,31.346,0.196,55.98,12.205,98.87,0.07,1.06,8.23,32.22
,996,BC996,118.63,38.81,27.602,43.289,120.079,4.806,0.438,29.234,0.142,52.124,12.384,0.0,100.0,0.0,4.03,36.04
,997,BC997,118.26,38.68,92.952,38.376,116.865,4.806,0.479,14.739,0.19,29.314,10.635,98.01,1.99,0.0,6.91,33.66
,998,BC998,118.55,38.98,58.089,35.51,68.525,4.806,0.3,28.161,0.176,54.699,12.144,100.0,0.0,0.0,3.03,20.5
,999,BC999,118.88,38.89,34.286,40.663,120.559,7.177,0.235,25.879,0.089,48.761,9.877,99.4,0.05,0.55,7.56,32.12
,1000,BC1000,118.87,38.74,135.537,42.447,126.149,8.058,0.282,31.805,0.057,37.892,10.161,98.75,0.18,1.06,6.61,28.95
,1001,BC1001,118.77,38.92,135.537,32.56,98.378,5.797,0.201,17.499,0.178,54.424,10.356,91.79,0.1,8.12,2.44,28.73
,1002,BC1002,118.26,38.97,98.466,33.097,18.347,5.094,0.411,26.708,0.125,47.159,9.571,83.36,3.08,13.56,1.4,34.17
,1003,BC1003,118.88,38.87,122.756,49.879,126.584,4.806,0.459,28.993,0.199,40.958,12.565,33.41,59.71,6.87,1.91,27.74
,1004,BC1004,118.99,38.98,53.454,16.912,80.682,6.256,0.423,23.475,0.064,45.53,12.81,84.98,0.24,14.77,8.01,36.04
,1005,BC1005,118.4,38.85,85.839,39.633,79.687,4.96,0.464,29.484,0.199,12.424,12.348,6.61,0.82,92.57,3.78,25.31
,1006,BC1006,118.41,38.77,30.137,49.879,97.985,5.882,0.391,17.171,0.19,63.579,9.5,28.04,69.65,2.32,7.78,23.97
,1007,BC1007,118.95,38.97,19.138,29.856,124.32,4.806,0.423,29.93,0.199,33.035,11.726,0.0,100.0,0.0,7.97,26.23
,1008,BC1008,118.75,38.67,92.153,43.157,79.521,9.429,0.22,14.161,0.171,49.006,11.99,73.47,0.27,26.26,2.68,30.57
,1009,BC1009,118.76,38.86,106.077,44.009,102.87,11.103,0.256,23.837,0.103,47.875,12.386,99.06,0.03,0.91,7.52,25.47
,1010,BC1010,118.8,38.9,98.917,18.481,95.337,8.061,0.329,24.85,0.158,60.178,11.823,58.29,19.1,22.61,6.87,22.29
,1011,BC1011,118.47,38.98,114.962,43.85,116.388,5.687,0.211,26.062,0.071,46.041,11.206,98.7,0.04,1.26,3.79,32.7
,1012,BC1012,118.99,38.81,135.537,38.718,123.07,6.992,0.491,17.354,0.134,42.649,11.613,0.0,100.0,0.0,5.3,35.32
,1013,BC1013,118.98,38.83,112.635,49.879,51.245,4.806,0.396,14.377,0.019,24.602,8.733,99.37,0.01,0.63,4.16,30.3
,1014,BC1014,118.82,38.75,100.763,45.387,82.545,13.566,0.214,35.312,0.193,50.93,12.241,0.0,100.0,0.0,6.82,19.21
,1015,BC1015,118.65,38.79,47.117,35.623,109.281,4.806,0.458,19.332,0.031,42.791,10.111,87.14,5.05,7.81,6.83,33.51
,1016,BC1016,118.93,38.89,106.543,40.727,126.584,9.084,0.469,16.628,0.177,63.557,11.934,66.44,1.13,32.42,4.22,28.85
,1017,BC1017,118.88,38.69,76.243,39.053,114.837,15.544,0.446,23.098,0.158,31.591,11.774,43.88,56.12,0.0,3.7,13.47
,1018,BC1018,118.47,38.93,76.165,38.746,126.584,5.731,0.423,30.579,0.141,28.476,12.726,64.33,2.33,33.35,2.95,21.56
,1019,BC1019,118.68,38.69,135.537,22.23,125.713,10.595,0.379,23.66,0.159,11.003,11.799,98.14,1.86,0.0,2.26,36.04
,1020,BC1020,118.94,38.81,94.811,49.879,89.846,7.429,0.425,14.692,0.055,39.209,11.956,100.0,0.0,0.0,4.54,27.77
,1021,BC1021,118.87,38.98,111.432,49.879,113.581,17.273,0.357,14.161,0.17,19.4,11.676,0.0,100.0,0.0,8.23,33.59
,1022,BC1022,118.99,38.85,15.397,16.545,116.476,5.619,0.285,17.546,0.045,65.718,12.273,95.06,0.15,4.78,3.32,29.99
,1023,BC1023,118.73,38.91,11.326,18.89,103.178,8.62,0.416,20.966,0.126,42.596,11.117,0.0,100.0,0.0,4.72,33.02
,1024,BC1024,118.63,38.8,59.488,39.459,125.28,11.958,0.387,23.187,0.126,26.391,12.486,8.17,89.25,2.58,6.96,22.48
,1025,BC1025,118.7,38.91,47.291,43.405,88.574,13.635,0.2,23.38,0.158,42.228,11.789,0.0,100.0,0.0,7.31,35.34
,1026,BC1026,118.99,38.73,117.715,13.442,84.545,4.806,0.379,29.133,0.173,44.764,12.313,8.97,78.03,13.0,5.0,32.62
,1027,BC1027,118.46,38.82,86.632,29.358,123.726,4.806,0.273,28.929,0.068,26.571,12.835,40.95,59.05,0.0,7.1,19.92
,1028,BC1028,118.7,38.97,73.258,39.541,62.404,9.67,0.356,23.839,0.199,58.857,11.868,0.0,100.0,0.0,7.12,31.11
,1029,BC1029,118.77,38.67,106.938,41.765,93.629,5.371,0.438,23.933,0.098,52.889,10.358,77.03,4.96,18.01,6.53,25.62
,1030,BC1030,118.43,38.98,29.745,41.963,51.39,5.762,0.106,22.807,0.014,62.073,12.463,100.0,0.0,0.0,3.03,24.63
,1031,BC1031,118.86,38.89,27.094,23.037,72.382,11.051,0.284,28.783,0.048,24.057,11.971,100.0,0.0,0.0,2.55,24.78
,1032,BC1032,118.52,38.82,131.124,34.25,112.461,10.764,0.425,20.94,0.084,53.799,12.436,100.0,0.0,0.0,6.11,29.5
,1033,BC1033,118.62,38.72,73.793,49.879,99.59,7.206,0.323,15.067,0.174,31.856,9.37,0.04,99.96,0.0,7.49,28.37
,1034,BC1034,118.89,38.88,111.613,38.321,100.755,13.458,0.364,26.794,0.144,36.431,13.022,0.0,100.0,0.0,3.56,28.16
,1035,BC1035,118.78,38.82,112.3,41.481,79.764,9.373,0.35,34.529,0.199,41.832,12.66,73.06,24.2,2.74,8.11,31.76
,1036,BC1036,118.85,38.71,121.067,40.489,111.485,6.427,0.415,28.253,0.106,27.353,12.205,97.58,0.88,1.54,7.71,25.98
,1037,BC1037,118.72,38.75,97.605,42.789,63.239,11.399,0.311,21.224,0.16,21.542,12.389,100.0,0.0,0.0,3.94,25.34
,1038,BC1038,118.91,38.67,63.216,35.65,88.697,7.976,0.306,31.087,0.164,24.742,12.519,100.0,0.0,0.0,7.49,32.73
,1039,BC1039,118.56,38.98,57.355,49.547,37.259,6.08,0.291,23.55,0.173,62.866,12.824,100.0,0.0,0.0,7.08,35.48
,1040,BC1040,118.32,38.84,104.919,45.102,126.584,12.197,0.341,28.019,0.112,53.049,12.813,11.43,3.34,85.23,7.06,34.13
,1041,BC1041,118.67,38.87,135.537,26.558,63.161,15.285,0.156,32.14,0.146,37.236,12.069,99.49,0.04,0.46,6.7,23.05
,1042,BC1042,118.28,38.84,11.326,15.61,125.099,5.853,0.453,22.188,0.152,56.836,12.373,40.95,59.05,0.0,5.34,27.8
,1043,BC1043,118.86,38.83,26.546,30.355,114.132,4.806,0.403,26.598,0.166,66.284,12.424,40.95,59.05,0.0,7.29,34.96
,1044,BC1044,118.99,38.82,110.166,45.837,47.872,4.806,0.335,31.368,0.156,62.759,12.427,0.0,100.0,0.0,4.05,30.75
,1045,BC1045,118.96,38.72,99.802,42.095,87.458,4.806,0.358,29.768,0.199,28.978,11.638,97.67,0.09,2.23,4.63,30.85
,1046,BC1046,118.7,38.9,95.336,33.346,54.8,14.445,0.491,20.089,0.199,28.584,12.202,51.78,46.6,1.62,2.44,31.65
,1047,BC1047,118.64,38.76,31.6,43.509,58.687,10.351,0.296,24.092,0.066,49.566,10.629,98.96,0.18,0.86,4.08,20.13
,1048,BC1048,118.6,38.82,74.474,17.357,112.159,5.828,0.381,27.301,0.058,36.532,11.949,99.98,0.0,0.01,4.05,19.84
,1049,BC1049,118.63,38.81,55.509,41.095,105.509,4.806,0.328,32.393,0.182,46.738,11.906,100.0,0.0,0.0,5.06,33.39
,1050,BC1050,118.75,38.86,98.959,29.382,76.818,17.236,0.165,16.586,0.178,55.367,12.265,93.53,5.66,0.81,6.87,25.42
,1051,BC1051,118.26,38.98,44.223,34.687,73.089,13.755,0.414,25.711,0.183,19.12,12.395,17.92,79.29,2.79,3.36,22.45
,1052,BC1052,118.53,38.86,63.324,35.663,112.06,10.235,0.056,33.0,0.108,34.398,12.242,96.73,1.6,1.67,4.04,20.65
,1053,BC1053,118.64,38.76,32.788,44.287,122.871,5.768,0.424,26.149,0.18,29.232,12.168,97.88,1.5,0.62,4.44,26.65
,1054,BC1054,118.7,38.82,66.087,49.879,84.535,4.806,0.43,21.77,0.071,44.053,10.582,100.0,0.0,0.0,5.19,31.11
,1055,BC1055,118.63,38.93,132.86,3.508,113.666,17.631,0.312,16.394,0.199,15.703,11.684,55.6,0.71,43.69,7.07,23.46
,1056,BC1056,118.75,38.88,61.265,46.687,107.44,8.939,0.372,15.052,0.199,64.829,12.293,0.0,100.0,0.0,8.09,26.47
,1057,BC1057,118.26,38.84,111.832,33.06,113.44,10.817,0.276,23.64,0.172,32.69,11.692,87.59,0.64,11.78,7.06,34.71
,1058,BC1058,118.34,38.94,24.626,3.508,99.08,4.806,0.264,23.327,0.03,43.519,11.745,0.39,81.25,18.37,4.91,36.04
,1059,BC1059,118.65,38.8,102.535,48.209,126.584,11.134,0.326,27.634,0.046,44.196,11.658,99.99,0.0,0.0,1.4,28.34
,1060,BC1060,118.91,38.85,106.324,26.966,90.817,5.395,0.232,32.316,0.134,52.103,12.031,100.0,0.0,0.0,5.14,35.45
,1061,BC1061,118.75,38.69,90.062,35.961,114.612,4.806,0.253,26.808,0.103,45.424,12.699,0.0,100.0,0.0,7.34,24.81
,1062,BC1062,118.26,38.72,62.738,45.737,101.494,6.387,0.228,20.811,0.117,29.261,11.547,96.32,0.03,3.65,7.75,32.88
,1063,BC1063,118.99,38.93,84.782,26.814,118.87,9.795,0.33,24.588,0.039,22.691,12.866,100.0,0.0,0.0,7.42,33.9
