station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
986,BC986,118.78,38.84,35.797,9.546,26.904,9.685,0.04,23.946,0.175,14.436,10.91,100.0,0.0,0.0,4.11,21.97
987,BC987,118.36,38.79,107.114,34.198,93.11,15.298,0.04,29.527,0.036,39.628,12.543,100.0,0.0,0.0,5.72,23.9
988,BC988,118.44,38.98,12.887,4.098,19.004,9.751,0.04,24.329,0.161,15.025,10.699,89.91,10.09,0.0,3.52,26.37
989,BC989,118.89,38.86,110.511,44.238,115.525,13.414,0.04,26.386,0.153,29.207,12.601,0.0,100.0,0.0,5.85,29.61
990,BC990,118.85,38.97,55.151,40.03,64.956,11.222,0.04,25.249,0.196,20.176,10.495,0.52,0.88,98.6,1.45,22.21
991,BC991,118.63,38.72,123.594,49.384,125.318,16.791,0.04,30.765,0.195,66.404,12.35,40.95,59.05,0.0,8.15,22.9
992,BC992,118.89,38.84,23.954,6.23,38.112,10.733,0.04,20.618,0.159,23.522,10.889,44.09,1.01,54.9,7.8,25.13
993,BC993,118.57,38.68,133.524,49.832,126.232,25.446,0.04,33.348,0.158,69.272,13.096,0.52,0.94,98.54,8.19,29.03
994,BC994,118.48,38.79,63.341,35.233,71.317,14.799,0.04,28.349,0.184,27.205,11.376,32.52,61.62,5.86,6.41,19.68
995,BC995,118.59,38.72,129.518,48.993,126.201,19.471,0.04,33.802,0.078,54.584,12.14,0.52,0.88,98.59,7.27,30.14
996,BC996,118.69,38.76,83.776,24.357,77.427,8.729,0.04,22.519,0.18,30.715,12.247,0.52,0.88,98.6,3.62,29.08
997,BC997,118.91,38.8,119.448,46.814,118.788,13.305,0.04,26.797,0.19,46.663,12.374,0.5,99.5,0.0,4.41,27.29
998,BC998,118.42,38.94,50.207,21.994,35.821,12.176,0.04,23.692,0.131,27.688,7.963,0.52,0.88,98.6,2.87,26.44
999,BC999,118.85,38.73,56.426,12.963,48.215,19.132,0.04,31.168,0.119,43.05,12.268,41.61,58.39,0.0,3.98,27.07
1000,BC1000,118.83,38.91,135.175,47.551,126.454,18.239,0.04,31.399,0.102,51.513,11.788,96.93,0.03,3.05,8.23,23.84
1001,BC1001,118.87,38.96,39.681,48.776,51.355,14.755,0.04,26.937,0.151,47.432,13.024,7.35,92.65,0.0,8.23,20.52
1002,BC1002,118.33,38.84,41.951,10.895,29.459,11.26,0.04,30.088,0.104,23.232,10.73,0.55,1.17,98.28,3.03,20.43
1003,BC1003,118.95,38.89,47.887,32.485,32.47,15.991,0.04,19.78,0.08,21.453,8.49,100.0,0.0,0.0,1.43,30.0
1004,BC1004,118.94,38.7,103.828,49.618,111.775,16.112,0.04,27.083,0.062,51.889,12.448,95.44,4.56,0.0,8.0,27.73
1005,BC1005,118.89,38.74,25.972,13.438,32.245,9.0,0.04,21.481,0.194,20.19,12.305,4.37,95.63,0.0,8.07,25.11
1006,BC1006,118.84,38.93,14.762,4.869,19.237,7.425,0.04,16.552,0.112,15.814,6.629,0.52,0.88,98.6,2.09,20.47
1007,BC1007,118.69,38.91,86.725,45.695,94.487,11.162,0.04,28.35,0.161,43.169,13.049,40.95,59.05,0.0,8.23,24.44
1008,BC1008,118.26,38.79,123.073,41.861,122.467,18.3,0.04,32.599,0.157,54.153,13.227,0.54,0.88,98.58,8.23,22.27
1009,BC1009,118.99,38.83,115.432,47.219,115.017,10.679,0.04,25.986,0.198,35.158,12.055,100.0,0.0,0.0,6.64,26.07
1010,BC1010,118.91,38.79,111.346,33.966,90.099,14.897,0.04,29.331,0.185,32.526,12.147,40.95,59.05,0.0,7.83,35.34
1011,BC1011,118.95,38.84,103.691,37.158,90.794,15.075,0.04,26.154,0.089,32.16,11.431,0.52,0.88,98.6,1.41,26.67
1012,BC1012,118.3,38.73,114.12,49.747,118.357,17.855,0.04,29.951,0.134,49.467,12.611,0.0,100.0,0.0,1.68,23.37
1013,BC1013,118.49,38.96,135.53,49.607,126.584,20.797,0.04,33.665,0.075,80.235,13.187,99.96,0.02,0.01,8.17,29.67
1014,BC1014,118.91,38.7,52.944,4.285,48.662,11.225,0.04,22.476,0.191,31.768,10.821,99.99,0.01,0.0,8.16,25.14
1015,BC1015,118.39,38.86,95.822,40.124,95.175,13.166,0.04,32.754,0.189,38.075,12.982,100.0,0.0,0.0,8.14,28.45
1016,BC1016,118.9,38.87,100.082,16.483,108.936,18.361,0.04,32.157,0.176,33.182,11.663,1.36,2.37,96.27,3.65,23.87
1017,BC1017,118.27,38.81,116.662,46.118,107.807,13.752,0.04,34.923,0.082,41.893,12.119,40.95,59.05,0.0,8.23,15.6
1018,BC1018,118.82,38.82,100.522,38.857,102.946,14.548,0.04,27.237,0.072,32.758,11.72,0.56,12.87,86.57,1.41,29.21
1019,BC1019,118.49,38.67,111.258,43.499,105.145,14.756,0.04,25.367,0.151,43.497,12.36,0.0,100.0,0.0,8.07,24.84
1020,BC1020,118.96,38.73,80.551,5.532,64.982,10.718,0.04,21.285,0.187,28.761,10.916,95.15,4.85,0.0,6.15,24.01
1021,BC1021,118.62,38.82,75.936,49.116,68.201,12.18,0.04,29.046,0.142,41.536,12.596,99.94,0.06,0.0,8.22,26.82
1022,BC1022,118.95,38.79,113.411,41.535,113.902,8.634,0.04,29.682,0.161,45.628,12.726,62.65,37.35,0.0,8.16,30.29
1023,BC1023,118.58,38.74,66.46,27.349,74.333,16.482,0.04,28.044,0.172,39.29,11.538,22.38,77.62,0.0,2.42,25.9
1024,BC1024,118.42,38.75,125.815,47.339,123.3,9.779,0.04,27.454,0.187,30.768,12.162,20.38,79.62,0.0,6.56,27.98
1025,BC1025,118.44,38.86,103.612,41.013,94.536,9.879,0.04,22.564,0.093,55.942,12.575,40.82,59.18,0.0,7.19,20.71
1026,BC1026,118.5,38.77,135.533,49.612,126.584,25.446,0.04,35.134,0.047,71.241,12.841,44.69,55.31,0.0,8.23,34.26
1027,BC1027,118.37,38.78,102.343,39.07,101.016,13.326,0.04,26.664,0.108,36.877,12.566,0.54,1.0,98.46,4.62,25.41
1028,BC1028,118.88,38.91,91.096,44.582,101.655,13.326,0.04,31.474,0.174,39.859,12.639,100.0,0.0,0.0,8.23,25.77
1029,BC1029,118.3,38.9,134.994,47.617,126.437,15.988,0.04,32.57,0.18,36.04,12.892,82.39,17.61,0.0,8.21,29.57
1030,BC1030,118.76,38.8,30.565,10.973,27.748,8.242,0.04,17.897,0.197,17.397,11.473,97.3,2.68,0.02,7.07,18.43
1031,BC1031,118.54,38.88,75.682,3.743,51.312,9.43,0.04,22.809,0.118,16.493,10.689,0.54,0.88,98.59,1.49,28.08
1032,BC1032,118.94,38.97,56.631,26.776,49.969,14.786,0.04,20.093,0.096,15.428,7.308,15.04,0.75,84.21,2.05,28.04
1033,BC1033,118.85,38.91,130.982,49.872,126.228,15.988,0.04,32.922,0.126,61.661,12.845,100.0,0.0,0.0,8.22,26.85
1034,BC1034,118.43,38.72,131.488,14.982,125.598,17.981,0.04,32.518,0.077,36.685,12.743,0.01,99.98,0.02,8.08,23.39
1035,BC1035,118.61,38.81,73.771,15.341,73.107,15.501,0.04,27.204,0.193,40.717,11.47,100.0,0.0,0.0,7.75,23.16
1036,BC1036,118.73,38.87,19.693,7.655,19.978,7.038,0.04,17.173,0.132,24.396,11.353,74.38,1.63,23.99,7.76,30.9
1037,BC1037,118.38,38.7,116.848,48.188,119.98,14.503,0.04,28.665,0.188,46.929,12.456,40.95,59.05,0.0,6.37,22.57
1038,BC1038,118.56,38.84,132.048,42.731,124.762,11.65,0.04,26.724,0.147,28.724,10.927,53.23,46.77,0.0,6.03,23.74
1039,BC1039,118.97,38.69,115.516,48.71,115.132,14.488,0.04,24.266,0.145,66.237,12.603,12.05,87.95,0.0,8.14,29.52
1040,BC1040,118.48,38.88,74.927,13.823,86.271,18.065,0.04,32.884,0.164,44.901,11.915,0.53,0.88,98.59,7.13,24.84
1041,BC1041,118.7,38.7,116.705,49.781,121.097,16.742,0.04,33.219,0.186,67.951,13.118,0.0,100.0,0.0,4.94,29.44
1042,BC1042,118.5,38.83,97.449,44.736,98.197,12.569,0.04,28.293,0.183,41.766,12.601,2.06,0.95,96.98,8.06,22.29
1043,BC1043,118.84,38.82,14.568,5.53,18.719,11.523,0.04,23.518,0.185,9.124,6.764,0.53,0.88,98.6,1.49,24.78
1044,BC1044,118.63,38.8,132.564,48.437,124.964,14.551,0.04,29.64,0.146,47.398,12.455,0.0,100.0,0.0,5.65,22.11
1045,BC1045,118.89,38.87,103.154,23.409,101.325,13.485,0.04,26.72,0.111,46.703,12.505,40.88,59.12,0.0,7.54,23.78
1046,BC1046,118.51,38.97,112.288,32.957,122.894,10.818,0.04,19.737,0.164,32.824,10.932,0.55,0.88,98.58,3.12,21.37
1047,BC1047,118.69,38.87,135.413,49.768,126.577,18.761,0.04,34.328,0.111,69.639,13.064,40.95,59.05,0.0,8.22,21.52
1048,BC1048,118.47,38.78,28.461,21.861,31.13,13.096,0.04,22.888,0.155,37.109,11.909,13.97,86.03,0.0,4.22,21.46
1049,BC1049,118.59,38.9,42.65,26.671,35.696,15.509,0.04,22.568,0.196,18.319,9.607,87.11,12.89,0.0,4.21,23.62
1050,BC1050,118.35,38.9,101.971,12.952,97.134,10.379,0.04,24.714,0.111,25.781,11.185,100.0,0.0,0.0,8.05,22.07
1051,BC1051,118.91,38.84,66.578,27.421,66.213,9.023,0.04,24.013,0.185,26.417,10.893,0.52,0.88,98.6,5.73,30.82
1052,BC1052,118.81,38.95,72.434,38.796,86.042,8.333,0.04,21.998,0.184,20.313,11.155,100.0,0.0,0.0,8.07,24.88
1053,BC1053,118.97,38.89,80.134,23.497,72.951,10.875,0.04,27.066,0.107,17.209,10.334,0.0,100.0,0.0,4.74,24.23
1054,BC1054,118.58,38.92,100.94,17.826,78.982,14.865,0.04,31.624,0.107,21.728,10.711,0.0,100.0,0.0,2.71,30.35
1055,BC1055,118.7,38.91,46.582,10.873,58.845,7.323,0.04,22.437,0.196,19.21,11.231,0.58,1.0,98.42,1.53,24.33
1056,BC1056,118.54,38.82,134.783,47.546,125.614,21.925,0.04,34.293,0.034,50.325,12.602,77.07,22.93,0.0,8.23,28.41
1057,BC1057,118.85,38.8,67.536,12.597,32.396,19.192,0.04,27.242,0.116,38.935,12.148,99.0,1.0,0.0,6.49,27.25
1058,BC1058,118.62,38.81,131.836,49.758,125.542,20.991,0.04,33.65,0.16,41.811,12.777,2.15,96.24,1.61,6.96,23.12
1059,BC1059,118.84,38.84,104.91,19.73,103.237,6.801,0.04,23.918,0.089,21.853,11.573,0.53,0.89,98.59,4.71,23.61
1060,BC1060,118.61,38.91,45.28,30.96,42.398,15.276,0.04,27.271,0.068,30.594,11.058,0.55,1.07,98.38,4.44,24.36
1061,BC1061,118.47,38.67,135.488,49.324,126.576,22.164,0.04,35.012,0.035,63.617,13.145,40.95,59.05,0.0,8.19,29.57
1062,BC1062,118.31,38.69,134.905,49.874,126.57,17.899,0.04,33.767,0.168,88.612,13.258,64.18,35.82,0.0,8.19,25.78
1063,BC1063,118.77,38.69,103.044,22.763,83.009,19.812,0.04,31.494,0.173,19.799,11.441,25.11,3.01,71.89,8.22,23.86
